,index,Actor,ActorID,Film,Year,Votes,Rating,FilmID,in_endgame
1788,164410,Cobie Smulders,nm1130627,The Lego Movie,2014,325945,7.7,tt1490017,1
1789,164411,Cobie Smulders,nm1130627,They Came Together,2014,21558,5.6,tt2398249,1
1790,164412,Cobie Smulders,nm1130627,Safe Haven,2013,105114,6.7,tt1702439,1
1791,164413,Cobie Smulders,nm1130627,Delivery Man,2013,75441,6.4,tt2387559,1
1792,164414,Cobie Smulders,nm1130627,The Avengers,2012,1273277,8.0,tt0848228,1
1793,164415,Cobie Smulders,nm1130627,Grassroots,2012,1049,5.3,tt1634286,1
1794,164416,Cobie Smulders,nm1130627,The Slammin' Salmon,2009,13578,6.4,tt1135525,1
1795,164417,Cobie Smulders,nm1130627,The Long Weekend,2005,7658,5.2,tt0385057,1
1796,164418,Cobie Smulders,nm1130627,Walking Tall,2004,71250,6.3,tt0351977,1
1797,164419,Cobie Smulders,nm1130627,Ill Fated,2004,256,6.5,tt0422462,1
1798,165089,Chris Hemsworth,nm1165110,Extraction,2020,163880,6.7,tt8936646,1
1799,165090,Chris Hemsworth,nm1165110,Avengers: Endgame,2019,849079,8.4,tt4154796,1
1800,165091,Chris Hemsworth,nm1165110,Men in Black: International,2019,112018,5.6,tt2283336,1
1801,165092,Chris Hemsworth,nm1165110,Jay and Silent Bob Reboot,2019,20363,5.7,tt6521876,1
1802,165093,Chris Hemsworth,nm1165110,Avengers: Infinity War,2018,860288,8.4,tt4154756,1
1803,165094,Chris Hemsworth,nm1165110,Bad Times at the El Royale,2018,131326,7.1,tt6628394,1
1804,165095,Chris Hemsworth,nm1165110,12 Strong,2018,69258,6.6,tt1413492,1
1805,165096,Chris Hemsworth,nm1165110,Thor: Ragnarok,2017,602974,7.9,tt3501632,1
1806,165097,Chris Hemsworth,nm1165110,Doctor Strange,2016,609821,7.5,tt1211837,1
1807,165098,Chris Hemsworth,nm1165110,Ghostbusters,2016,205940,6.6,tt1289401,1
1808,165099,Chris Hemsworth,nm1165110,The Huntsman: Winter's War,2016,99057,6.1,tt2381991,1
1809,165100,Chris Hemsworth,nm1165110,Avengers: Age of Ultron,2015,759655,7.3,tt2395427,1
1810,165101,Chris Hemsworth,nm1165110,In the Heart of the Sea,2015,125334,6.9,tt1390411,1
1811,165102,Chris Hemsworth,nm1165110,Vacation,2015,101078,6.1,tt1524930,1
1812,165103,Chris Hemsworth,nm1165110,Blackhat,2015,52917,5.4,tt2717822,1
1813,165104,Chris Hemsworth,nm1165110,Thor: The Dark World,2013,604478,6.9,tt1981115,1
1814,165105,Chris Hemsworth,nm1165110,Star Trek: Into Darkness,2013,465080,7.7,tt1408101,1
1815,165106,Chris Hemsworth,nm1165110,Rush,2013,437297,8.1,tt1979320,1
1816,165107,Chris Hemsworth,nm1165110,The Avengers,2012,1273277,8.0,tt0848228,1
1817,165108,Chris Hemsworth,nm1165110,Snow White and the Huntsman,2012,275161,6.1,tt1735898,1
1818,165109,Chris Hemsworth,nm1165110,Red Dawn,2012,73614,5.4,tt1234719,1
1819,165110,Chris Hemsworth,nm1165110,Thor,2011,756855,7.0,tt0800369,1
1820,165111,Chris Hemsworth,nm1165110,The Cabin in the Woods,2011,379745,7.0,tt1259521,1
1821,165112,Chris Hemsworth,nm1165110,Ca$h,2010,9179,6.0,tt1106860,1
1822,165113,Chris Hemsworth,nm1165110,Star Trek,2009,579600,7.9,tt0796366,1
1823,165114,Chris Hemsworth,nm1165110,A Perfect Getaway,2009,68035,6.5,tt0971209,1
1824,165383,Dave Bautista,nm1176985,My Spy,2020,23835,6.3,tt8242084,1
1825,165384,Dave Bautista,nm1176985,Avengers: Endgame,2019,849079,8.4,tt4154796,1
1826,165385,Dave Bautista,nm1176985,Stuber,2019,41412,6.2,tt7734218,1
1827,165386,Dave Bautista,nm1176985,Escape Plan: The Extractors,2019,11894,4.4,tt6772804,1
1828,165387,Dave Bautista,nm1176985,Avengers: Infinity War,2018,860288,8.4,tt4154756,1
1829,165388,Dave Bautista,nm1176985,Hotel Artemis,2018,47578,6.1,tt5834262,1
1830,165389,Dave Bautista,nm1176985,Escape Plan 2: Hades,2018,28730,3.9,tt6513656,1
1831,165390,Dave Bautista,nm1176985,Final Score,2018,10011,5.8,tt5254610,1
1832,165391,Dave Bautista,nm1176985,Master Z: The Ip Man Legacy,2018,7171,6.5,tt7262882,1
1833,165392,Dave Bautista,nm1176985,Guardians of the Galaxy Vol. 2,2017,580143,7.6,tt3896198,1
1834,165393,Dave Bautista,nm1176985,Blade Runner 2049,2017,471777,8.0,tt1856101,1
1835,165394,Dave Bautista,nm1176985,Bushwick,2017,10582,5.2,tt4720702,1
1836,165395,Dave Bautista,nm1176985,The Boss,2016,43008,5.4,tt2702724,1
1837,165396,Dave Bautista,nm1176985,Marauders,2016,20492,5.5,tt3963816,1
1838,165397,Dave Bautista,nm1176985,Kickboxer: Vengeance,2016,10621,4.9,tt3082898,1
1839,165398,Dave Bautista,nm1176985,Enter The Warriors Gate,2016,4561,5.4,tt4652532,1
1840,165399,Dave Bautista,nm1176985,Spectre,2015,387668,6.8,tt2379713,1
1841,165400,Dave Bautista,nm1176985,Heist,2015,28303,6.1,tt3276924,1
1842,165401,Dave Bautista,nm1176985,L.A. Slasher,2015,739,3.3,tt2735292,1
1843,165402,Dave Bautista,nm1176985,Guardians of the Galaxy,2014,1055470,8.0,tt2015381,1
1844,165403,Dave Bautista,nm1176985,Riddick,2013,155153,6.4,tt1411250,1
1845,165404,Dave Bautista,nm1176985,The Man with the Iron Fists,2012,60711,5.4,tt1258972,1
1846,165405,Dave Bautista,nm1176985,House of the Rising Sun,2011,3330,4.4,tt1788383,1
1847,165406,Dave Bautista,nm1176985,"My Son, My Son, What Have Ye Done",2009,9579,6.3,tt1233219,1
1848,165407,Dave Bautista,nm1176985,Relative Strangers,2006,3865,5.3,tt0425395,1
1849,166064,Benedict Cumberbatch,nm1212722,The Mauritanian,2021,14439,7.4,tt4761112,1
1850,166065,Benedict Cumberbatch,nm1212722,The Courier,2020,1690,7.3,tt8368512,1
1851,166066,Benedict Cumberbatch,nm1212722,Avengers: Endgame,2019,849079,8.4,tt4154796,1
1852,166067,Benedict Cumberbatch,nm1212722,1917,2019,447916,8.3,tt8579674,1
1853,166068,Benedict Cumberbatch,nm1212722,Between Two Ferns: The Movie,2019,27191,6.1,tt9398640,1
1854,166069,Benedict Cumberbatch,nm1212722,Avengers: Infinity War,2018,860288,8.4,tt4154756,1
1855,166070,Benedict Cumberbatch,nm1212722,Mowgli: Legend of the Jungle,2018,57129,6.5,tt2388771,1
1856,166071,Benedict Cumberbatch,nm1212722,The Grinch,2018,56942,6.3,tt2709692,1
1857,166072,Benedict Cumberbatch,nm1212722,Thor: Ragnarok,2017,602974,7.9,tt3501632,1
1858,166073,Benedict Cumberbatch,nm1212722,The Current War,2017,21276,6.5,tt2140507,1
1859,166074,Benedict Cumberbatch,nm1212722,Doctor Strange,2016,609821,7.5,tt1211837,1
1860,166075,Benedict Cumberbatch,nm1212722,Zoolander 2,2016,65425,4.7,tt1608290,1
1861,166076,Benedict Cumberbatch,nm1212722,Black Mass,2015,169259,6.9,tt1355683,1
1862,166077,Benedict Cumberbatch,nm1212722,Hamlet,2015,1977,8.5,tt4476736,1
1863,166078,Benedict Cumberbatch,nm1212722,The Imitation Game,2014,693499,8.0,tt2084970,1
1864,166079,Benedict Cumberbatch,nm1212722,The Hobbit: The Battle of the Five Armies,2014,479771,7.4,tt2310332,1
1865,166080,Benedict Cumberbatch,nm1212722,Penguins of Madagascar,2014,80336,6.7,tt1911658,1
1866,166081,Benedict Cumberbatch,nm1212722,12 Years a Slave,2013,647726,8.1,tt2024544,1
1867,166082,Benedict Cumberbatch,nm1212722,The Hobbit: The Desolation of Smaug,2013,606732,7.8,tt1170358,1
1868,166083,Benedict Cumberbatch,nm1212722,Star Trek: Into Darkness,2013,465080,7.7,tt1408101,1
1869,166084,Benedict Cumberbatch,nm1212722,August: Osage County,2013,85274,7.2,tt1322269,1
1870,166085,Benedict Cumberbatch,nm1212722,The Fifth Estate,2013,39129,6.2,tt1837703,1
1871,166086,Benedict Cumberbatch,nm1212722,The Hobbit: An Unexpected Journey,2012,763269,7.8,tt0903624,1
1872,166087,Benedict Cumberbatch,nm1212722,Girlfriend in a Coma,2012,402,7.2,tt2315588,1
1873,166088,Benedict Cumberbatch,nm1212722,Tinker Tailor Soldier Spy,2011,189214,7.1,tt1340800,1
1874,166089,Benedict Cumberbatch,nm1212722,War Horse,2011,148264,7.2,tt1568911,1
1875,166090,Benedict Cumberbatch,nm1212722,Frankenstein,2011,3277,8.7,tt1795369,1
1876,166091,Benedict Cumberbatch,nm1212722,Wreckers,2011,2800,6.0,tt1650028,1
1877,166092,Benedict Cumberbatch,nm1212722,Four Lions,2010,72782,7.3,tt1341167,1
1878,166093,Benedict Cumberbatch,nm1212722,The Whistleblower,2010,31976,7.1,tt0896872,1
1879,166094,Benedict Cumberbatch,nm1212722,Third Star,2010,6883,7.5,tt1510906,1
1880,166095,Benedict Cumberbatch,nm1212722,Creation,2009,13952,6.7,tt0974014,1
1881,166096,Benedict Cumberbatch,nm1212722,Burlesque Fairytales,2009,174,6.2,tt1067104,1
1882,166097,Benedict Cumberbatch,nm1212722,The Other Boleyn Girl,2008,105601,6.7,tt0467200,1
1883,166098,Benedict Cumberbatch,nm1212722,Atonement,2007,254571,7.8,tt0783233,1
1884,166099,Benedict Cumberbatch,nm1212722,Amazing Grace,2006,24002,7.4,tt0454776,1
1885,166100,Benedict Cumberbatch,nm1212722,Starter for 10,2006,22219,6.7,tt0477095,1
1886,166101,Benedict Cumberbatch,nm1212722,To Kill a King,2003,3019,6.2,tt0302436,1
1887,166740,Monique Ganderton,nm1244650,Avengers: Endgame,2019,849079,8.4,tt4154796,1
1888,166741,Monique Ganderton,nm1244650,Avengers: Infinity War,2018,860288,8.4,tt4154756,1
1889,166742,Monique Ganderton,nm1244650,S.W.A.T.: Under Siege,2017,2580,4.6,tt6014472,1
1890,166743,Monique Ganderton,nm1244650,X-Men: Apocalypse,2016,398093,6.9,tt3385516,1
1891,166744,Monique Ganderton,nm1244650,Tomorrowland,2015,173360,6.4,tt1964418,1
1892,166745,Monique Ganderton,nm1244650,American Ultra,2015,85412,6.1,tt3316948,1
1893,166746,Monique Ganderton,nm1244650,Hansel & Gretel: Witch Hunters,2013,195812,6.1,tt1428538,1
1894,166747,Monique Ganderton,nm1244650,The Package,2013,3914,5.0,tt1884457,1
1895,166748,Monique Ganderton,nm1244650,Sucker Punch,2011,232062,6.0,tt0978764,1
1896,166749,Monique Ganderton,nm1244650,Bad Meat,2011,795,3.5,tt1034010,1
1897,166750,Monique Ganderton,nm1244650,The Twilight Saga: Eclipse,2010,230069,5.0,tt1325004,1
1898,166751,Monique Ganderton,nm1244650,The King of Fighters,2010,4084,3.0,tt1038685,1
1899,166752,Monique Ganderton,nm1244650,The Killing Machine,2010,4022,5.1,tt1261862,1
1900,166753,Monique Ganderton,nm1244650,Unrivaled,2010,820,4.0,tt1426325,1
1901,166754,Monique Ganderton,nm1244650,Numb,2007,8145,6.6,tt0795439,1
1902,166755,Monique Ganderton,nm1244650,When a Man Falls,2007,1246,5.1,tt0468965,1
1903,166756,Monique Ganderton,nm1244650,The Wicker Man,2006,64621,3.7,tt0450345,1
1904,166757,Monique Ganderton,nm1244650,Chicago,2002,217536,7.2,tt0299658,1
1905,167748,Yvette Nicole Brown,nm1304328,Avengers: Endgame,2019,849079,8.4,tt4154796,1
1906,167749,Yvette Nicole Brown,nm1304328,Lady and the Tramp,2019,17893,6.3,tt8096832,1
1907,167750,Yvette Nicole Brown,nm1304328,Always a Bridesmaid,2019,539,5.7,tt10108544,1
1908,167751,Yvette Nicole Brown,nm1304328,LEGO DC Super Hero Girls: Super-villain High,2018,314,4.9,tt8050266,1
1909,167752,Yvette Nicole Brown,nm1304328,Smartass,2017,576,4.7,tt4513538,1
1910,167753,Yvette Nicole Brown,nm1304328,Yellowbird,2014,1551,5.6,tt3526408,1
1911,167754,Yvette Nicole Brown,nm1304328,Percy Jackson: Sea of Monsters,2013,111190,5.8,tt1854564,1
1912,167755,Yvette Nicole Brown,nm1304328,Repo Men,2010,102107,6.3,tt1053424,1
1913,167756,Yvette Nicole Brown,nm1304328,500 Days of Summer,2009,475951,7.7,tt1022603,1
1914,167757,Yvette Nicole Brown,nm1304328,The Ugly Truth,2009,206290,6.4,tt1142988,1
1915,167758,Yvette Nicole Brown,nm1304328,Hotel for Dogs,2009,21910,5.4,tt0785006,1
1916,167759,Yvette Nicole Brown,nm1304328,Tropic Thunder,2008,381427,7.0,tt0942385,1
1917,167760,Yvette Nicole Brown,nm1304328,Meet Dave,2008,38885,5.0,tt0765476,1
1918,167761,Yvette Nicole Brown,nm1304328,The Neighbor,2007,1096,5.4,tt0978670,1
1919,167762,Yvette Nicole Brown,nm1304328,Dreamgirls,2006,69527,6.5,tt0443489,1
1920,167763,Yvette Nicole Brown,nm1304328,The Island,2005,301535,6.8,tt0399201,1
1921,167764,Yvette Nicole Brown,nm1304328,The Kid & I,2005,1352,5.2,tt0416891,1
1922,167765,Yvette Nicole Brown,nm1304328,Little Black Book,2004,17428,5.3,tt0361841,1
1923,168427,Ty Simpkins,nm1339223,Avengers: Endgame,2019,849079,8.4,tt4154796,1
1924,168428,Ty Simpkins,nm1339223,Insidious: The Last Key,2018,53372,5.7,tt5726086,1
1925,168429,Ty Simpkins,nm1339223,The Nice Guys,2016,285399,7.4,tt3799694,1
1926,168430,Ty Simpkins,nm1339223,Jurassic World,2015,583907,7.0,tt0369610,1
1927,168431,Ty Simpkins,nm1339223,Meadowland,2015,3751,5.8,tt3529656,1
1928,168432,Ty Simpkins,nm1339223,Hangman,2015,2086,4.6,tt4441422,1
1929,168433,Ty Simpkins,nm1339223,Iron Man 3,2013,765019,7.1,tt1300854,1
1930,168434,Ty Simpkins,nm1339223,Insidious: Chapter 2,2013,156758,6.6,tt2226417,1
1931,168435,Ty Simpkins,nm1339223,Extraction,2012,11593,6.5,tt1757746,1
1932,168436,Ty Simpkins,nm1339223,Arcadia,2012,541,6.1,tt2056520,1
1933,168437,Ty Simpkins,nm1339223,Insidious,2010,281193,6.8,tt1591095,1
1934,168438,Ty Simpkins,nm1339223,The Next Three Days,2010,186328,7.3,tt1458175,1
1935,168439,Ty Simpkins,nm1339223,Revolutionary Road,2008,199269,7.3,tt0959337,1
1936,168440,Ty Simpkins,nm1339223,Pride and Glory,2008,59241,6.6,tt0482572,1
1937,168441,Ty Simpkins,nm1339223,Gardens of the Night,2008,4184,6.9,tt0833960,1
1938,168442,Ty Simpkins,nm1339223,Little Children,2006,106090,7.5,tt0404203,1
1939,168443,Ty Simpkins,nm1339223,War of the Worlds,2005,418794,6.5,tt0407304,1
1940,169633,Evangeline Lilly,nm1431940,Crisis,2021,3276,6.1,tt9731682,1
1941,169634,Evangeline Lilly,nm1431940,Avengers: Endgame,2019,849079,8.4,tt4154796,1
1942,169635,Evangeline Lilly,nm1431940,Ant-Man and the Wasp,2018,319007,7.0,tt5095030,1
1943,169636,Evangeline Lilly,nm1431940,Little Evil,2017,19216,5.7,tt2937366,1
1944,169637,Evangeline Lilly,nm1431940,Ant-Man,2015,579879,7.3,tt0478970,1
1945,169638,Evangeline Lilly,nm1431940,The Hobbit: The Battle of the Five Armies,2014,479771,7.4,tt2310332,1
1946,169639,Evangeline Lilly,nm1431940,The Hobbit: The Desolation of Smaug,2013,606732,7.8,tt1170358,1
1947,169640,Evangeline Lilly,nm1431940,Real Steel,2011,299988,7.1,tt0433035,1
1948,169641,Evangeline Lilly,nm1431940,The Hurt Locker,2008,425009,7.5,tt0887912,1
1949,169642,Evangeline Lilly,nm1431940,Afterwards,2008,3742,5.8,tt0940580,1
1950,169643,Evangeline Lilly,nm1431940,The Long Weekend,2005,7658,5.2,tt0385057,1
1951,169644,Evangeline Lilly,nm1431940,White Chicks,2004,132663,5.6,tt0381707,1
1952,169645,Evangeline Lilly,nm1431940,Freddy vs. Jason,2003,111600,5.7,tt0329101,1
1953,169646,Evangeline Lilly,nm1431940,The Lizzie McGuire Movie,2003,36111,5.5,tt0306841,1
1954,169647,Evangeline Lilly,nm1431940,Stealing Sinatra,2003,659,5.6,tt0311863,1
1955,172025,Chadwick Boseman,nm1569276,Da 5 Bloods,2020,42934,6.5,tt9777644,1
1956,172026,Chadwick Boseman,nm1569276,Ma Rainey's Black Bottom,2020,32632,7.0,tt10514222,1
1957,172027,Chadwick Boseman,nm1569276,Avengers: Endgame,2019,849079,8.4,tt4154796,1
1958,172028,Chadwick Boseman,nm1569276,21 Bridges,2019,52539,6.6,tt8688634,1
1959,172029,Chadwick Boseman,nm1569276,Avengers: Infinity War,2018,860288,8.4,tt4154756,1
1960,172030,Chadwick Boseman,nm1569276,Black Panther,2018,638034,7.3,tt1825683,1
1961,172031,Chadwick Boseman,nm1569276,Marshall,2017,21402,7.3,tt5301662,1
1962,172032,Chadwick Boseman,nm1569276,Captain America: Civil War,2016,675997,7.8,tt3498820,1
1963,172033,Chadwick Boseman,nm1569276,Gods of Egypt,2016,107626,5.4,tt2404233,1
1964,172034,Chadwick Boseman,nm1569276,Message from the King,2016,14402,6.4,tt1712192,1
1965,172035,Chadwick Boseman,nm1569276,Draft Day,2014,55257,6.8,tt2223990,1
1966,172036,Chadwick Boseman,nm1569276,Get on Up,2014,22952,6.9,tt2473602,1
1967,172037,Chadwick Boseman,nm1569276,42,2013,87592,7.5,tt0453562,1
1968,172038,Chadwick Boseman,nm1569276,The Kill Hole,2012,462,4.4,tt1727373,1
1969,172039,Chadwick Boseman,nm1569276,The Express,2008,20049,7.3,tt0469903,1
1970,173054,Sebastian Stan,nm1659221,The Devil All the Time,2020,99133,7.1,tt7395114,1
1971,173055,Sebastian Stan,nm1659221,Avengers: Endgame,2019,849079,8.4,tt4154796,1
1972,173056,Sebastian Stan,nm1659221,The Last Full Measure,2019,8484,6.8,tt0783640,1
1973,173057,Sebastian Stan,nm1659221,"Endings, Beginnings",2019,3291,5.6,tt9147456,1
1974,173058,Sebastian Stan,nm1659221,Avengers: Infinity War,2018,860288,8.4,tt4154756,1
1975,173059,Sebastian Stan,nm1659221,Black Panther,2018,638034,7.3,tt1825683,1
1976,173060,Sebastian Stan,nm1659221,Destroyer,2018,25770,6.2,tt7137380,1
1977,173061,Sebastian Stan,nm1659221,We Have Always Lived in the Castle,2018,5546,5.6,tt5952138,1
1978,173062,Sebastian Stan,nm1659221,"I, Tonya",2017,185933,7.5,tt5580036,1
1979,173063,Sebastian Stan,nm1659221,Logan Lucky,2017,133545,7.0,tt5439796,1
1980,173064,Sebastian Stan,nm1659221,I'm Not Here,2017,1092,5.5,tt5657712,1
1981,173065,Sebastian Stan,nm1659221,Captain America: Civil War,2016,675997,7.8,tt3498820,1
1982,173066,Sebastian Stan,nm1659221,The Martian,2015,769081,8.0,tt3659388,1
1983,173067,Sebastian Stan,nm1659221,Ant-Man,2015,579879,7.3,tt0478970,1
1984,173068,Sebastian Stan,nm1659221,Ricki and the Flash,2015,22517,5.9,tt3623726,1
1985,173069,Sebastian Stan,nm1659221,The Bronze,2015,10065,6.1,tt3859304,1
1986,173070,Sebastian Stan,nm1659221,Captain America: The Winter Soldier,2014,747142,7.7,tt1843866,1
1987,173071,Sebastian Stan,nm1659221,Gone,2012,42357,5.9,tt1838544,1
1988,173072,Sebastian Stan,nm1659221,The Apparition,2012,19057,4.1,tt1433822,1
1989,173073,Sebastian Stan,nm1659221,Captain America: The First Avenger,2011,751881,6.9,tt0458339,1
1990,173074,Sebastian Stan,nm1659221,Black Swan,2010,705866,8.0,tt0947798,1
1991,173075,Sebastian Stan,nm1659221,Hot Tub Time Machine,2010,163021,6.4,tt1231587,1
1992,173076,Sebastian Stan,nm1659221,Spread,2009,38629,5.8,tt1186370,1
1993,173077,Sebastian Stan,nm1659221,Rachel Getting Married,2008,47468,6.7,tt1084950,1
1994,173078,Sebastian Stan,nm1659221,The Education of Charlie Banks,2007,4909,6.6,tt0783515,1
1995,173079,Sebastian Stan,nm1659221,The Covenant,2006,47159,5.3,tt0475944,1
1996,173080,Sebastian Stan,nm1659221,The Architect,2006,1152,5.5,tt0466665,1
1997,173081,Sebastian Stan,nm1659221,Red Doors,2005,1025,6.4,tt0415234,1
1998,173082,Sebastian Stan,nm1659221,Tony 'n' Tina's Wedding,2004,258,3.9,tt0375145,1
1999,173083,Sebastian Stan,nm1659221,71 Fragments of a Chronology of Chance,1994,7001,7.2,tt0109020,1
2000,174771,Danai Gurira,nm1775091,Avengers: Endgame,2019,849079,8.4,tt4154796,1
2001,174772,Danai Gurira,nm1775091,Avengers: Infinity War,2018,860288,8.4,tt4154756,1
2002,174773,Danai Gurira,nm1775091,Black Panther,2018,638034,7.3,tt1825683,1
2003,174774,Danai Gurira,nm1775091,All Eyez on Me,2017,21424,5.9,tt1666185,1
2004,174775,Danai Gurira,nm1775091,Mother of George,2013,1058,6.4,tt2094890,1
2005,174776,Danai Gurira,nm1775091,Restless City,2011,227,5.7,tt1545464,1
2006,174777,Danai Gurira,nm1775091,My Soul to Take,2010,19639,4.8,tt0872230,1
2007,174778,Danai Gurira,nm1775091,3 Backyards,2010,663,5.0,tt1314190,1
2008,174779,Danai Gurira,nm1775091,Ghost Town,2008,70427,6.7,tt0995039,1
2009,174780,Danai Gurira,nm1775091,The Visitor,2007,41682,7.6,tt0857191,1
2010,176554,Tessa Thompson,nm1935086,Passing,2021,163,7.2,tt8893974,1
2011,176555,Tessa Thompson,nm1935086,Sylvie's Love,2020,4470,6.8,tt9827834,1
2012,176556,Tessa Thompson,nm1935086,Avengers: Endgame,2019,849079,8.4,tt4154796,1
2013,176557,Tessa Thompson,nm1935086,Men in Black: International,2019,112018,5.6,tt2283336,1
2014,176558,Tessa Thompson,nm1935086,Between Two Ferns: The Movie,2019,27191,6.1,tt9398640,1
2015,176559,Tessa Thompson,nm1935086,Lady and the Tramp,2019,17893,6.3,tt8096832,1
2016,176560,Tessa Thompson,nm1935086,Annihilation,2018,284732,6.8,tt2798920,1
2017,176561,Tessa Thompson,nm1935086,Creed II,2018,107723,7.1,tt6343314,1
2018,176562,Tessa Thompson,nm1935086,Sorry to Bother You,2018,66094,6.9,tt5688932,1
2019,176563,Tessa Thompson,nm1935086,Little Woods,2018,2625,6.2,tt6418918,1
2020,176564,Tessa Thompson,nm1935086,Furlough,2018,1429,5.5,tt5291792,1
2021,176565,Tessa Thompson,nm1935086,Janelle Monae: Dirty Computer,2018,790,7.4,tt8343642,1
2022,176566,Tessa Thompson,nm1935086,Thor: Ragnarok,2017,602974,7.9,tt3501632,1
2023,176567,Tessa Thompson,nm1935086,War on Everyone,2016,17306,5.8,tt3708886,1
2024,176568,Tessa Thompson,nm1935086,Creed,2015,250011,7.6,tt3076658,1
2025,176569,Tessa Thompson,nm1935086,Selma,2014,87259,7.5,tt1020072,1
2026,176570,Tessa Thompson,nm1935086,Dear White People,2014,24473,6.1,tt2235108,1
2027,176571,Tessa Thompson,nm1935086,Grantham & Rose,2014,260,5.5,tt2311948,1
2028,176572,Tessa Thompson,nm1935086,Murder on the 13th Floor,2012,504,4.8,tt2125558,1
2029,176573,Tessa Thompson,nm1935086,For Colored Girls,2010,7278,6.1,tt1405500,1
2030,176574,Tessa Thompson,nm1935086,Exquisite Corpse,2010,290,4.6,tt1319712,1
2031,176575,Tessa Thompson,nm1935086,Everyday Black Man,2010,245,5.2,tt1289397,1
2032,176576,Tessa Thompson,nm1935086,Mississippi Damned,2009,879,7.5,tt1169834,1
2033,176577,Tessa Thompson,nm1935086,Make It Happen,2008,6032,5.5,tt0822868,1
2034,176578,Tessa Thompson,nm1935086,The Human Contract,2008,1994,5.1,tt1109477,1
2035,176579,Tessa Thompson,nm1935086,When a Stranger Calls,2006,43471,5.1,tt0455857,1
2036,177398,Hayley Atwell,nm2017943,Peter Rabbit 2,2021,138,6.7,tt8376234,1
2037,177399,Hayley Atwell,nm2017943,Avengers: Endgame,2019,849079,8.4,tt4154796,1
2038,177400,Hayley Atwell,nm2017943,Blinded by the Light,2019,20455,6.9,tt8266310,1
2039,177401,Hayley Atwell,nm2017943,Christopher Robin,2018,69937,7.3,tt4575576,1
2040,177402,Hayley Atwell,nm2017943,Avengers: Age of Ultron,2015,759655,7.3,tt2395427,1
2041,177403,Hayley Atwell,nm2017943,Ant-Man,2015,579879,7.3,tt0478970,1
2042,177404,Hayley Atwell,nm2017943,Cinderella,2015,162595,6.9,tt1661199,1
2043,177405,Hayley Atwell,nm2017943,Captain America: The Winter Soldier,2014,747142,7.7,tt1843866,1
2044,177406,Hayley Atwell,nm2017943,Testament of Youth,2014,26906,7.3,tt1441953,1
2045,177407,Hayley Atwell,nm2017943,Jimi: All Is by My Side,2013,6370,5.7,tt2402085,1
2046,177408,Hayley Atwell,nm2017943,The Sweeney,2012,18974,6.1,tt0857190,1
2047,177409,Hayley Atwell,nm2017943,"I, Anna",2012,1948,6.0,tt1587411,1
2048,177410,Hayley Atwell,nm2017943,Captain America: The First Avenger,2011,751881,6.9,tt0458339,1
2049,177411,Hayley Atwell,nm2017943,The Duchess,2008,78908,6.9,tt0864761,1
2050,177412,Hayley Atwell,nm2017943,Brideshead Revisited,2008,12311,6.7,tt0412536,1
2051,177413,Hayley Atwell,nm2017943,Cassandra's Dream,2007,50240,6.7,tt0795493,1
2052,177414,Hayley Atwell,nm2017943,How About You...,2007,1573,6.8,tt0887745,1
2053,180568,Karen Gillan,nm2394794,The Call of the Wild,2020,40272,6.8,tt7504726,1
2054,180569,Karen Gillan,nm2394794,Avengers: Endgame,2019,849079,8.4,tt4154796,1
2055,180570,Karen Gillan,nm2394794,Jumanji: The Next Level,2019,194403,6.6,tt7975244,1
2056,180571,Karen Gillan,nm2394794,Stuber,2019,41412,6.2,tt7734218,1
2057,180572,Karen Gillan,nm2394794,Spies in Disguise,2019,37620,6.8,tt5814534,1
2058,180573,Karen Gillan,nm2394794,Avengers: Infinity War,2018,860288,8.4,tt4154756,1
2059,180574,Karen Gillan,nm2394794,The Party's Just Beginning,2018,1882,6.2,tt6219314,1
2060,180575,Karen Gillan,nm2394794,All Creatures Here Below,2018,713,5.6,tt5740852,1
2061,180576,Karen Gillan,nm2394794,Guardians of the Galaxy Vol. 2,2017,580143,7.6,tt3896198,1
2062,180577,Karen Gillan,nm2394794,Jumanji: Welcome to the Jungle,2017,325347,6.9,tt2283362,1
2063,180578,Karen Gillan,nm2394794,The Circle,2017,85722,5.4,tt4287320,1
2064,180579,Karen Gillan,nm2394794,Alex & The List,2017,1124,4.6,tt2905082,1
2065,180580,Karen Gillan,nm2394794,In a Valley of Violence,2016,16344,6.0,tt3608930,1
2066,180581,Karen Gillan,nm2394794,The Big Short,2015,371632,7.8,tt1596363,1
2067,180582,Karen Gillan,nm2394794,Fun Size Horror: Volume Two,2015,131,4.8,tt4523928,1
2068,180583,Karen Gillan,nm2394794,Guardians of the Galaxy,2014,1055470,8.0,tt2015381,1
2069,180584,Karen Gillan,nm2394794,Oculus,2013,118248,6.5,tt2388715,1
2070,180585,Karen Gillan,nm2394794,Not Another Happy Ending,2013,4457,6.2,tt1808339,1
2071,180586,Karen Gillan,nm2394794,Outcast,2010,2422,5.3,tt1396219,1
2072,180587,Karen Gillan,nm2394794,New Town Killers,2008,1703,5.6,tt1183908,1
2073,181245,Tom Vaughan-Lawlor,nm2534167,Avengers: Endgame,2019,849079,8.4,tt4154796,1
2074,181246,Tom Vaughan-Lawlor,nm2534167,Rialto,2019,499,6.1,tt8818842,1
2075,181247,Tom Vaughan-Lawlor,nm2534167,Avengers: Infinity War,2018,860288,8.4,tt4154756,1
